Date of Breach,Organization,Country,Industry,Type of Breach,Data Compromised,People Affected,Cause,Measures Taken,Attack Vector,Duration of Breach (Days),Detection Method,Time to Contain (Days),Financial Impact (Million $),Legal Actions Taken,Regulatory Fines (Million $),Compensation to Users,Public Trust Impact,Employee Involvement,Encryption Status,Third-party Involvement,CISO Resignation,Stock Price Impact (%),Lawsuits Filed,Recovery Cost (Million $),Breach Announced,User Notification
2003-10-11,Yahoo,Russia,Government,Malware,"Passwords, Phone Numbers",7458447,Malware,Increased Monitoring,Cloud Misconfig,1313,User Report,78,94.99,Yes,44.66,No,High,Malicious,Unencrypted,Yes,Yes,3.59,22,90.62,Immediately,Press Release
2001-02-17,Adobe,UK,Technology,Ransomware,"Medical Records, SSNs, Emails",2996335,Ransomware,Increased Monitoring,Email,1634,User Report,22,59.97,Yes,17.34,Yes,Low,None,Unencrypted,No,No,-12.8,34,182.0,Delayed,Email
2002-12-17,Facebook,Germany,Education,Ransomware,Passwords,918588,Ransomware,Legal Action,Email,564,External Report,53,67.66,No,10.81,No,Low,Malicious,Encrypted,Yes,Yes,-46.62,31,197.03,Delayed,SMS
2002-01-23,Target,France,Healthcare,Malware,"Credit Cards, Phone Numbers, SSNs",1492080,Malware,Security Patch,API Vulnerability,1395,User Report,41,272.17,No,6.74,Yes,Medium,None,Partially Encrypted,Yes,No,-8.55,65,139.62,Delayed,Not Notified
2003-12-25,Google,China,Retail,Unpatched Software,"Passwords, Phone Numbers, Usernames",2974235,Unpatched Software,Legal Action,Web Exploit,2543,User Report,41,291.19,No,15.19,Yes,Low,None,Partially Encrypted,No,Yes,-15.52,51,184.88,Immediately,SMS
2022-09-18,Equifax,USA,Government,Insider Threat,"Usernames, Phone Numbers",9176222,Insider Threat,Fined,Cloud Misconfig,165,Internal Audit,6,485.8,Yes,18.55,No,High,Malicious,Partially Encrypted,No,Yes,-1.32,67,62.47,Never Disclosed,Email
2007-06-21,LinkedIn,USA,Telecom,Weak Passwords,"Credit Cards, Passwords",9512964,Weak Passwords,Increased Monitoring,API Vulnerability,671,Internal Audit,96,301.1,No,49.42,Yes,Low,Malicious,Partially Encrypted,Yes,Yes,-44.46,60,11.13,Delayed,Email
2001-03-30,Target,USA,Telecom,Data Leak,"Medical Records, Emails",3592512,Data Leak,Customer Compensation,Web Exploit,3370,Security Tool,62,430.3,Yes,38.25,No,Medium,None,Unencrypted,No,No,-32.82,28,37.53,Delayed,Email
2002-02-07,Uber,UK,Finance,Insider Threat,SSNs,7337384,Insider Threat,Legal Action,Web Exploit,2529,User Report,80,61.45,No,19.39,No,Low,Malicious,Encrypted,No,Yes,-40.94,22,52.84,Immediately,Press Release
2001-02-04,Target,UK,Telecom,Insider Threat,"Emails, Medical Records",8530447,Insider Threat,Fined,Web Exploit,2092,Law Enforcement,86,485.8,Yes,48.26,Yes,Low,Malicious,Unencrypted,Yes,No,-2.42,69,176.14,Immediately,Press Release
2002-08-20,LinkedIn,Canada,Telecom,Data Leak,SSNs,6328259,Data Leak,Fined,API Vulnerability,3036,Law Enforcement,1,386.98,No,8.52,No,High,Accidental,Unencrypted,No,Yes,-47.05,11,228.39,Delayed,Press Release
2008-05-06,Equifax,Russia,Government,Insider Threat,"Usernames, Passwords, SSNs",7609538,Insider Threat,Fined,Email,1337,Internal Audit,76,111.82,Yes,29.45,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-49.15,53,100.58,Delayed,Email
2003-07-16,Yahoo,Brazil,Healthcare,Data Leak,"Emails, Usernames",1706855,Data Leak,Legal Action,Cloud Misconfig,1981,Internal Audit,94,383.92,Yes,19.39,No,Low,Malicious,Partially Encrypted,Yes,Yes,-29.62,58,205.07,Never Disclosed,Press Release
2011-04-23,Marriott,France,Hospitality,Malware,"Credit Cards, Passwords",2924256,Malware,Legal Action,Social Engineering,2444,Internal Audit,17,237.17,No,36.36,Yes,Medium,Malicious,Unencrypted,No,Yes,-42.82,52,18.16,Delayed,Email
2021-06-23,Facebook,Germany,Education,Data Leak,Medical Records,5102856,Data Leak,Customer Compensation,Cloud Misconfig,3598,Security Tool,26,264.39,No,3.33,No,High,Malicious,Partially Encrypted,No,Yes,-5.99,16,154.06,Immediately,Press Release
2000-02-11,Twitter,UK,Technology,Malware,"Usernames, Credit Cards, Phone Numbers",108621,Malware,Increased Monitoring,Social Engineering,1228,Law Enforcement,50,134.08,Yes,35.92,Yes,Medium,Malicious,Unencrypted,Yes,No,1.77,56,293.67,Never Disclosed,Not Notified
2008-09-13,Marriott,India,Healthcare,Data Leak,Medical Records,5475724,Data Leak,Increased Monitoring,Email,2543,User Report,64,43.08,No,8.08,Yes,High,None,Encrypted,Yes,No,-14.81,32,113.04,Never Disclosed,SMS
2007-02-18,Uber,Germany,Telecom,Ransomware,"Credit Cards, SSNs, Passwords",5904942,Ransomware,Legal Action,Social Engineering,3189,External Report,47,496.67,No,32.6,No,Medium,Malicious,Unencrypted,No,Yes,-20.83,64,262.84,Immediately,SMS
2020-02-01,Twitter,Brazil,Government,Malware,Phone Numbers,8434227,Malware,Fined,API Vulnerability,1404,Security Tool,88,81.44,Yes,15.06,No,Medium,Malicious,Encrypted,Yes,Yes,-45.49,35,25.77,Immediately,Press Release
2020-03-04,Twitter,Australia,Finance,Insider Threat,"Usernames, Medical Records, SSNs",9101421,Insider Threat,Customer Compensation,Cloud Misconfig,3162,User Report,28,3.37,No,36.35,Yes,Medium,Malicious,Partially Encrypted,Yes,Yes,-43.97,32,210.03,Immediately,SMS
2021-06-30,Target,China,Education,Ransomware,"SSNs, Emails",9429718,Ransomware,Security Patch,Web Exploit,763,User Report,37,427.22,No,29.09,Yes,High,Accidental,Unencrypted,No,Yes,-46.95,77,277.01,Immediately,SMS
2007-03-22,Equifax,Germany,Education,Malware,Phone Numbers,4620082,Malware,Customer Compensation,Cloud Misconfig,570,Security Tool,21,129.64,Yes,42.4,Yes,Low,Accidental,Partially Encrypted,Yes,Yes,-49.51,22,112.48,Delayed,Not Notified
2003-08-12,Equifax,UK,Education,Ransomware,Emails,2439808,Ransomware,Legal Action,Web Exploit,2529,External Report,15,161.78,Yes,2.33,Yes,Medium,None,Partially Encrypted,No,Yes,-22.68,85,61.12,Delayed,Not Notified
2024-04-08,Google,UK,Healthcare,Ransomware,"Phone Numbers, Credit Cards",3620992,Ransomware,Customer Compensation,Email,322,Law Enforcement,37,234.21,Yes,25.31,No,Medium,Malicious,Encrypted,No,Yes,-23.46,58,32.89,Never Disclosed,Press Release
2022-08-29,Uber,USA,Education,Weak Passwords,"SSNs, Emails",4951672,Weak Passwords,Public Disclosure,Email,2772,User Report,96,267.5,Yes,42.36,Yes,High,Malicious,Partially Encrypted,Yes,Yes,-34.03,5,234.88,Immediately,Not Notified
2006-06-18,Uber,Germany,Healthcare,Insider Threat,"Credit Cards, Medical Records",1635750,Insider Threat,Public Disclosure,Email,705,Security Tool,27,44.94,No,5.21,Yes,Medium,Accidental,Unencrypted,Yes,Yes,-11.95,38,257.61,Immediately,SMS
2024-01-09,Uber,UK,Healthcare,Phishing,"Usernames, Medical Records",8571593,Phishing,Legal Action,Cloud Misconfig,1207,User Report,87,20.42,No,45.74,Yes,Medium,Accidental,Unencrypted,Yes,No,-12.78,85,295.92,Immediately,Press Release
2003-09-09,Twitter,Brazil,Education,Insider Threat,"Passwords, Emails, Credit Cards",7575438,Insider Threat,Security Patch,Social Engineering,2814,External Report,18,484.14,No,1.25,Yes,Low,Accidental,Partially Encrypted,Yes,Yes,-3.53,14,203.29,Immediately,Not Notified
2020-07-24,Marriott,Australia,Government,Phishing,"SSNs, Usernames",490304,Phishing,Fined,Email,3273,External Report,5,289.29,No,20.3,No,Low,None,Encrypted,Yes,Yes,-46.42,7,42.48,Never Disclosed,Press Release
2021-07-12,Adobe,China,Telecom,Malware,SSNs,4848555,Malware,Increased Monitoring,Web Exploit,546,Internal Audit,53,0.6,No,31.43,Yes,Low,None,Unencrypted,Yes,No,6.98,47,206.68,Never Disclosed,Press Release
2008-03-12,Target,Australia,Government,Ransomware,"Phone Numbers, Credit Cards, Usernames",2248032,Ransomware,Security Patch,USB Drive,2161,Security Tool,18,301.24,No,36.99,Yes,High,Accidental,Encrypted,Yes,Yes,-35.55,26,231.39,Never Disclosed,SMS
2008-01-05,Yahoo,Russia,Retail,Insider Threat,SSNs,1613434,Insider Threat,Legal Action,Cloud Misconfig,1536,Security Tool,12,452.64,No,23.58,No,Medium,None,Partially Encrypted,Yes,Yes,-2.97,76,200.9,Never Disclosed,Not Notified
2015-07-01,Facebook,France,Technology,Ransomware,"SSNs, Emails, Medical Records",3520294,Ransomware,Security Patch,API Vulnerability,1543,Internal Audit,99,472.5,Yes,2.77,No,Medium,None,Encrypted,No,Yes,-9.25,45,260.78,Immediately,Email
2015-11-28,Twitter,Canada,Retail,Weak Passwords,Emails,282848,Weak Passwords,Increased Monitoring,Social Engineering,1184,Internal Audit,45,42.49,No,17.12,Yes,Low,None,Unencrypted,No,No,8.55,95,198.95,Delayed,SMS
2007-07-16,Uber,USA,Finance,Ransomware,Usernames,8823145,Ransomware,Customer Compensation,API Vulnerability,425,Law Enforcement,36,453.2,Yes,31.02,Yes,Medium,None,Encrypted,No,No,-27.76,13,133.71,Never Disclosed,Not Notified
2016-12-29,Yahoo,Germany,Healthcare,Unpatched Software,SSNs,5090076,Unpatched Software,Security Patch,Email,384,Law Enforcement,18,254.33,Yes,27.55,Yes,Low,Malicious,Partially Encrypted,No,No,2.84,8,208.93,Immediately,Not Notified
2020-06-18,Target,Canada,Finance,Insider Threat,"Phone Numbers, SSNs, Passwords",8286587,Insider Threat,Fined,Cloud Misconfig,2444,User Report,14,186.84,No,37.32,Yes,High,Malicious,Partially Encrypted,No,No,-8.57,5,195.07,Immediately,Email
2020-09-01,Facebook,UK,Government,Phishing,"Phone Numbers, Medical Records",2054504,Phishing,Legal Action,Cloud Misconfig,1250,Security Tool,71,413.98,Yes,22.68,No,Low,Malicious,Encrypted,Yes,Yes,-9.2,76,216.41,Never Disclosed,SMS
2015-08-25,Adobe,Australia,Technology,Ransomware,Phone Numbers,2993845,Ransomware,Security Patch,Cloud Misconfig,469,User Report,32,1.82,No,17.65,Yes,High,Malicious,Encrypted,Yes,No,5.11,40,68.4,Never Disclosed,Press Release
2008-11-17,Google,Australia,Education,Ransomware,"Medical Records, Credit Cards",6176279,Ransomware,Fined,USB Drive,1337,Law Enforcement,98,365.12,No,24.95,Yes,Medium,Malicious,Partially Encrypted,No,No,-19.92,76,113.42,Never Disclosed,Press Release
2013-01-09,Target,USA,Retail,Ransomware,"Credit Cards, SSNs, Usernames",5762433,Ransomware,Legal Action,Web Exploit,537,Law Enforcement,87,73.54,Yes,18.83,No,Low,None,Encrypted,No,Yes,9.02,49,244.75,Immediately,SMS
2005-06-03,Adobe,Canada,Education,Malware,"Medical Records, Emails",7691954,Malware,Public Disclosure,Social Engineering,3632,User Report,80,174.74,Yes,36.19,No,Low,Accidental,Encrypted,Yes,No,-2.97,83,286.82,Never Disclosed,Press Release
2008-12-01,Yahoo,Brazil,Finance,Phishing,"Credit Cards, Phone Numbers",8036789,Phishing,Increased Monitoring,USB Drive,1884,Internal Audit,84,224.65,No,2.54,No,Low,Malicious,Encrypted,No,Yes,-2.17,95,15.59,Never Disclosed,Not Notified
2001-11-22,Marriott,Germany,Healthcare,Ransomware,Credit Cards,4695995,Ransomware,Legal Action,API Vulnerability,3378,Internal Audit,65,345.38,No,33.59,No,High,Malicious,Partially Encrypted,No,Yes,-1.57,6,77.38,Immediately,Email
2004-06-06,Facebook,USA,Technology,Weak Passwords,Credit Cards,9521179,Weak Passwords,Security Patch,USB Drive,2122,User Report,85,411.86,No,25.41,No,Medium,None,Partially Encrypted,No,Yes,-50.0,94,242.92,Immediately,SMS
2005-03-22,Adobe,Russia,Retail,Unpatched Software,SSNs,1136699,Unpatched Software,Security Patch,Cloud Misconfig,3350,Security Tool,11,227.56,Yes,10.71,No,Medium,Accidental,Unencrypted,Yes,Yes,-29.64,43,183.83,Immediately,Email
2008-08-11,Yahoo,USA,Education,Weak Passwords,SSNs,2287428,Weak Passwords,Customer Compensation,Email,2476,Security Tool,10,232.81,Yes,31.9,Yes,Medium,Accidental,Encrypted,Yes,No,-32.25,23,187.74,Delayed,Press Release
2023-11-19,Adobe,Brazil,Finance,Malware,"Phone Numbers, SSNs, Credit Cards",4542888,Malware,Legal Action,API Vulnerability,1453,Law Enforcement,88,41.68,No,21.29,No,Medium,None,Encrypted,Yes,Yes,-7.52,32,151.16,Immediately,Not Notified
2003-03-05,LinkedIn,Australia,Education,Unpatched Software,"Credit Cards, Passwords",6192778,Unpatched Software,Security Patch,Cloud Misconfig,2174,External Report,40,378.18,No,2.8,Yes,Medium,Malicious,Encrypted,No,Yes,-5.8,86,67.7,Never Disclosed,Not Notified
2010-10-25,Google,Germany,Healthcare,Phishing,"Usernames, Credit Cards, SSNs",2510214,Phishing,Security Patch,API Vulnerability,2545,External Report,86,342.05,No,11.81,No,Low,Accidental,Partially Encrypted,No,No,-5.9,93,203.29,Delayed,Not Notified
2017-08-11,Uber,Germany,Retail,Unpatched Software,"Phone Numbers, Usernames, Credit Cards",7317722,Unpatched Software,Fined,Web Exploit,3203,Internal Audit,40,247.7,Yes,34.21,Yes,High,Accidental,Unencrypted,No,Yes,6.52,44,118.88,Immediately,Press Release
2009-10-30,Yahoo,Germany,Hospitality,Malware,"Credit Cards, Medical Records, Passwords",8589956,Malware,Legal Action,Cloud Misconfig,655,Internal Audit,52,124.77,Yes,25.95,No,Low,None,Partially Encrypted,No,No,-41.13,76,158.56,Delayed,Press Release
2023-10-13,Facebook,Canada,Technology,Weak Passwords,Phone Numbers,8641113,Weak Passwords,Fined,API Vulnerability,1460,Law Enforcement,3,237.86,Yes,21.48,Yes,Low,Accidental,Partially Encrypted,No,Yes,-5.77,68,66.01,Never Disclosed,SMS
2021-03-31,Marriott,China,Retail,Weak Passwords,Passwords,1707679,Weak Passwords,Security Patch,Social Engineering,684,User Report,40,407.61,Yes,21.57,Yes,Low,Malicious,Encrypted,Yes,No,-26.39,99,253.61,Delayed,SMS
2001-12-14,Marriott,Russia,Retail,Insider Threat,"SSNs, Passwords, Medical Records",9998218,Insider Threat,Fined,Cloud Misconfig,995,Internal Audit,54,99.62,No,41.88,No,High,None,Unencrypted,Yes,Yes,-13.54,20,294.19,Delayed,Email
2007-10-18,Google,India,Healthcare,Malware,SSNs,8233426,Malware,Public Disclosure,USB Drive,927,External Report,15,218.34,Yes,32.54,Yes,High,Malicious,Partially Encrypted,Yes,No,-1.65,33,107.12,Delayed,Press Release
2007-09-17,LinkedIn,Russia,Education,Weak Passwords,Emails,1352799,Weak Passwords,Fined,Web Exploit,3165,User Report,73,452.04,Yes,23.06,Yes,Medium,Malicious,Partially Encrypted,Yes,Yes,-0.21,25,199.87,Delayed,Press Release
2009-12-22,Equifax,USA,Healthcare,Phishing,"Phone Numbers, Passwords",3435595,Phishing,Fined,USB Drive,410,External Report,23,241.99,Yes,36.69,No,Low,Malicious,Unencrypted,No,No,-16.19,71,11.03,Delayed,Not Notified
2017-11-22,Adobe,France,Technology,Weak Passwords,"Medical Records, Emails",1690647,Weak Passwords,Security Patch,Social Engineering,2190,External Report,80,202.7,No,5.68,No,High,None,Unencrypted,No,Yes,-1.89,41,148.89,Never Disclosed,SMS
2015-11-25,Uber,Australia,Retail,Data Leak,"SSNs, Emails, Usernames",5247699,Data Leak,Increased Monitoring,API Vulnerability,1181,Security Tool,76,107.67,No,46.23,Yes,Medium,None,Encrypted,No,Yes,-37.76,31,52.84,Never Disclosed,SMS
2013-05-08,Marriott,Russia,Education,Unpatched Software,"Passwords, Phone Numbers",4027086,Unpatched Software,Increased Monitoring,USB Drive,3397,Internal Audit,66,191.72,Yes,18.71,No,Low,None,Encrypted,No,Yes,1.54,72,26.92,Immediately,SMS
2017-12-26,Target,Brazil,Government,Phishing,"Passwords, Credit Cards",9816910,Phishing,Legal Action,Web Exploit,509,User Report,11,348.94,Yes,48.72,No,Low,Malicious,Partially Encrypted,Yes,Yes,-28.47,72,157.35,Never Disclosed,SMS
2006-12-24,Equifax,Australia,Telecom,Phishing,"Credit Cards, Usernames",8513245,Phishing,Customer Compensation,Social Engineering,2412,External Report,18,455.28,Yes,17.65,No,Low,Malicious,Unencrypted,Yes,No,7.62,14,91.27,Immediately,Not Notified
2015-06-21,Yahoo,UK,Finance,Ransomware,Usernames,3042995,Ransomware,Customer Compensation,Email,1074,Security Tool,11,168.35,Yes,35.57,Yes,Low,None,Partially Encrypted,No,No,-26.39,64,184.71,Never Disclosed,Press Release
2005-08-09,Equifax,India,Finance,Malware,"Medical Records, Emails, Credit Cards",3337031,Malware,Fined,API Vulnerability,1999,User Report,32,170.75,No,11.76,Yes,Low,None,Encrypted,Yes,Yes,-23.18,99,114.58,Never Disclosed,Email
2020-03-21,Google,China,Finance,Insider Threat,Phone Numbers,1349036,Insider Threat,Fined,USB Drive,1075,Internal Audit,59,176.2,No,5.95,Yes,Medium,Malicious,Unencrypted,No,No,-46.49,79,267.16,Never Disclosed,SMS
2000-08-18,Uber,USA,Hospitality,Malware,"Usernames, Credit Cards, Passwords",540267,Malware,Legal Action,Social Engineering,1181,User Report,49,466.92,Yes,42.72,No,Low,Malicious,Partially Encrypted,No,Yes,-45.0,96,158.56,Delayed,Not Notified
2014-06-11,Uber,Russia,Retail,Unpatched Software,Medical Records,9447048,Unpatched Software,Fined,Web Exploit,2574,Law Enforcement,11,409.93,Yes,0.33,Yes,Low,Malicious,Encrypted,No,No,-47.65,42,98.92,Delayed,SMS
2001-12-27,Adobe,Australia,Telecom,Data Leak,"Usernames, Medical Records, Credit Cards",3669765,Data Leak,Legal Action,Web Exploit,3187,Security Tool,2,427.22,Yes,12.53,No,Medium,None,Encrypted,Yes,Yes,7.22,72,228.71,Never Disclosed,Press Release
2000-08-08,Google,UK,Education,Unpatched Software,"Credit Cards, Medical Records",6667493,Unpatched Software,Security Patch,Email,1384,User Report,76,242.36,No,49.12,No,High,Malicious,Partially Encrypted,Yes,No,-8.57,3,93.73,Never Disclosed,Not Notified
2010-05-07,Yahoo,Russia,Hospitality,Ransomware,"Passwords, Phone Numbers, SSNs",3029021,Ransomware,Security Patch,Social Engineering,1660,Security Tool,73,357.85,No,8.51,No,High,None,Encrypted,No,Yes,-11.22,26,104.32,Delayed,Press Release
2009-03-20,Marriott,Brazil,Finance,Weak Passwords,"Medical Records, Usernames",8235642,Weak Passwords,Increased Monitoring,Social Engineering,970,External Report,93,149.69,Yes,40.85,No,High,Accidental,Encrypted,No,No,-18.24,45,134.93,Never Disclosed,SMS
2014-03-21,Marriott,France,Government,Malware,"Passwords, SSNs, Credit Cards",2609200,Malware,Public Disclosure,Cloud Misconfig,3166,Security Tool,66,193.11,No,38.86,No,High,Malicious,Unencrypted,No,Yes,0.12,15,146.87,Delayed,Press Release
2006-05-16,Equifax,USA,Education,Unpatched Software,Passwords,6663828,Unpatched Software,Public Disclosure,Web Exploit,2091,Law Enforcement,11,463.24,No,21.66,Yes,Low,Accidental,Partially Encrypted,No,No,-26.09,14,151.58,Delayed,Email
2022-07-30,Google,India,Hospitality,Insider Threat,"Credit Cards, Passwords, Emails",3876323,Insider Threat,Public Disclosure,Social Engineering,1562,External Report,80,293.34,Yes,40.85,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-30.42,71,74.58,Delayed,Email
2001-04-09,Uber,Germany,Government,Weak Passwords,"Phone Numbers, Emails, Usernames",8123254,Weak Passwords,Increased Monitoring,USB Drive,3584,Security Tool,83,28.15,No,31.44,Yes,High,Accidental,Encrypted,Yes,Yes,-20.91,16,221.6,Delayed,Press Release
2015-12-23,Facebook,France,Education,Insider Threat,SSNs,5718,Insider Threat,Increased Monitoring,Email,1644,Security Tool,10,21.98,Yes,35.73,Yes,Medium,None,Encrypted,Yes,No,-2.02,85,13.62,Immediately,Not Notified
2024-10-16,Uber,USA,Finance,Weak Passwords,Usernames,8832931,Weak Passwords,Customer Compensation,USB Drive,118,Internal Audit,94,75.36,No,39.38,Yes,Low,Malicious,Encrypted,Yes,No,-45.0,53,17.16,Delayed,Email
2021-05-05,LinkedIn,India,Finance,Malware,"Phone Numbers, Emails",9141215,Malware,Increased Monitoring,USB Drive,678,User Report,38,323.91,Yes,24.1,Yes,Low,None,Unencrypted,No,Yes,-24.66,49,229.7,Delayed,Email
2019-07-13,Marriott,India,Telecom,Ransomware,"Phone Numbers, Emails",1334219,Ransomware,Public Disclosure,Cloud Misconfig,3411,Internal Audit,57,473.26,No,21.03,Yes,High,Accidental,Partially Encrypted,No,No,5.11,69,252.17,Never Disclosed,SMS
2014-12-02,Google,USA,Education,Ransomware,"SSNs, Usernames, Passwords",7325912,Ransomware,Fined,Email,777,Internal Audit,79,85.0,Yes,36.36,Yes,High,Malicious,Unencrypted,Yes,Yes,-8.2,42,208.21,Never Disclosed,Press Release
2023-12-05,Yahoo,Germany,Technology,Unpatched Software,Emails,4146772,Unpatched Software,Security Patch,Social Engineering,1891,User Report,16,149.69,Yes,17.32,No,Low,Malicious,Unencrypted,No,No,-27.62,93,24.64,Immediately,Press Release
2022-01-14,Uber,Australia,Education,Data Leak,"Phone Numbers, SSNs, Usernames",515422,Data Leak,Public Disclosure,Web Exploit,163,Security Tool,58,376.6,No,28.8,No,Low,Accidental,Partially Encrypted,No,Yes,-31.13,48,264.31,Immediately,Not Notified
2003-03-04,Adobe,Canada,Technology,Insider Threat,"Medical Records, Usernames, Passwords",4837192,Insider Threat,Increased Monitoring,API Vulnerability,2430,External Report,70,188.5,Yes,41.22,Yes,High,Accidental,Partially Encrypted,No,No,-21.07,27,207.76,Never Disclosed,Press Release
2001-03-26,Google,France,Finance,Weak Passwords,"Passwords, Credit Cards, Emails",9605304,Weak Passwords,Security Patch,USB Drive,371,Internal Audit,90,477.59,No,26.65,No,Low,None,Unencrypted,Yes,No,4.24,85,180.05,Immediately,Not Notified
